TSP Instance,Number of Cities,Optimal Distance,My Distance,Success Rate (%),Runtime (s),PARAMETERS,POPULATION_SIZE,TOURNAMENT_SIZE,MUTATION_RATE,NUMBER_OF_GENERATIONS,TIME_LIMIT
gr202,202,40160.0,197990.0,20.283852719834336,1259.647,,800,2,0.07,1497,1200
gr202,202,40160.0,47060.0,85.33786655333616,1259.555,,800,2,0.07,1261,1200
