TSP Instance,Number of Cities,Optimal Distance,My Distance,Success Rate (%),Runtime (s),PARAMETERS,POPULATION_SIZE,TOURNAMENT_SIZE,MUTATION_RATE,NUMBER_OF_GENERATIONS,TIME_LIMIT
gr202,202,40160.0,196478.0,20.43994747503537,1260.096,,800,2,0.07,1498,1200
gr202,202,40160.0,224529.0,17.8863309416601,1259.703,,800,2,0.07,1974,1200
